Similar_Users,User1_id,User1_post,user1_Tags,user2_id,User2_post,user2_Tags
"(49226, 451)",49226,"[29541, 46430, 58196]",machine-learning time-series distance cross-validation python scikit-learn normalization lightgbm,451,none,none
"(49241, 249)",49241,none,none,249,[175],metadata parsing
"(49252, 64689)",49252,none,none,64689,[47943],bigdata preprocessing
"(49260, 43212)",49260,none,none,43212,[25606],deep-learning convnet backpropagation computer-vision
"(49268, 57064)",49268,"[30181, 33939, 53703, 57347]",machine-learning python nlp cnn machine-learning deep-learning tensorflow cnn python data word2vec similarity machine-learning data-mining,57064,none,none
"(49290, 24622)",49290,[29471],machine-learning neural-network deep-learning optimization generalization,24622,none,none
"(49293, 79519)",49293,[30752],regularization online-learning,79519,none,none
"(49320, 76386)",49320,none,none,76386,"[54187, 54315, 55121, 57889]",deep-learning image-classification gan pytorch image-preprocessing machine-learning gan generative-models machine-learning image-classification gan image-preprocessing
"(49321, 27824)",49321,none,none,27824,[16235],machine-learning classification
"(49355, 70791)",49355,none,none,70791,[48548],machine-learning self-study books ai
"(49363, 37460)",49363,none,none,37460,[21912],neural-network time-series rnn prediction training
"(49377, 58417)",49377,[29485],machine-learning neural-network image-classification gan mnist,58417,none,none
"(49384, 42210)",49384,none,none,42210,[24998],machine-learning scikit-learn regression
"(49411, 45726)",49411,[29501],python visualization dimensionality-reduction tsne,45726,"[47008, 55416]",time-series lstm bias data-leakage time-series
"(49421, 45178)",49421,none,none,45178,[27042],word-embeddings natural-language-process
"(49427, 16640)",49427,none,none,16640,[10455],data-cleaning
"(49440, 237)",49440,none,none,237,"[564, 5408, 30310]",visualization javascript clustering k-means machine-learning deep-learning research
"(49454, 26117)",49454,"[29595, 29760, 34164]",neural-network convnet python neural-network tensorflow convnet machine-learning neural-network deep-learning tensorflow vgg16,26117,none,none
"(49481, 76035)",49481,none,none,76035,[53795],python time-series
"(49501, 43015)",49501,"[29895, 30665]",machine-learning neural-network regression loss-function cost-function clustering scalability dbscan,43015,none,none
"(49569, 38867)",49569,[30171],data-mining data-stream-mining,38867,none,none
"(49590, 75867)",49590,"[37296, 39773]",python matrix-factorisation python pandas dataframe,75867,none,none
"(49597, 7764)",49597,[29650],machine-learning neural-network classification training multilabel-classification,7764,none,none
"(49603, 8097)",49603,[29655],machine-learning deep-learning algorithms,8097,none,none
"(49626, 6489)",49626,[44762],word2vec similarity normalization similar-documents,6489,none,none
"(49656, 54721)",49656,[57690],scikit-learn dimensionality-reduction embeddings cosine-distance,54721,"[48177, 49621, 51292, 56491, 58405]",machine-learning nlp word2vec word-embeddings machine-learning nlp loss-function nlp data-mining dataset data data-cleaning databases optimization pytorch
"(49665, 466)",49665,[29693],clustering feature-engineering,466,none,none
"(49678, 43620)",49678,"[30613, 30998]",data machine-learning neural-network data,43620,none,none
"(49700, -1)",49700,"[29720, 30013, 30302, 30303, 30312, 37595, 38682, 38783, 38785, 38795, 38796, 38900, 38921, 38946, 38952, 38955, 38957, 38964, 39245, 39266, 39290, 39334, 39398, 39683, 39836, 40662, 40697, 40764, 40800, 41601, 41747, 41769, 42336, 42581]",machine-learning prediction supervised-learning distribution machine-learning neural-network deep-learning classification machine-learning-model feature-selection linear-regression feature-scaling logistic-regression categorical-data machine-learning scikit-learn feature-selection neural-network image-classification machine-learning neural-network deep-learning cnn image-classification neural-network classification prediction sequence convnet image-classification image-recognition data neural-network convnet image-classification image-recognition machine-learning neural-network deep-learning convnet cnn neural-network keras keras machine-learning neural-network deep-learning keras keras data cross-validation neural-network keras predictive-modeling convnet convolution machine-learning deep-learning data accuracy machine-learning algorithms boosting machine-learning neural-network deep-learning cnn image-classification machine-learning neural-network image-classification lstm rnn recurrent-neural-net neural-network classification neural-network convnet cnn image-classification image-recognition bayesian-networks regression semi-supervised-learning machine-learning machine-learning features keras time-series lstm cnn bayesian-networks markov classification probability probability-calibration multiclass-classification boosting classification supervised-learning,-1,none,none
"(49762, 37155)",49762,[29775],machine-learning deep-learning data-cleaning preprocessing,37155,none,none
"(49766, 64876)",49766,none,none,64876,"[43136, 47479, 54117]",machine-learning classification time-series machine-learning deep-learning time-series lstm books deep-learning keras tensorflow machine-learning-model graphs
"(49770, 49875)",49770,[29769],neural-network deep-learning information-theory,49875,none,none
"(49782, 8352)",49782,[32216],predictive-modeling bigdata random-forest prediction forecasting,8352,none,none
"(49787, 5179)",49787,[29776],machine-learning r gradient-descent,5179,[17508],python r linear-regression
"(49795, 42984)",49795,[46173],deep-learning gpu,42984,none,none
"(49808, 12533)",49808,[29783],machine-learning svm weka kernel,12533,"[6944, 8681, 23008]",r time-series clustering k-means scikit-learn categorical-data machine-learning classification ranking scoring
"(49810, 10464)",49810,none,none,10464,[11375],machine-learning recommender-system
"(49812, 40305)",49812,none,none,40305,"[46295, 46900, 51749]",reinforcement-learning markov-process monte-carlo classification image-classification svm hyperparameter svm loss-function hinge-loss
"(49814, 9957)",49814,[29788],visualization software-development data-analysis,9957,none,none
"(49831, 1005)",49831,[39336],machine-learning data,1005,none,none
"(49832, 47798)",49832,[29798],machine-learning image-classification,47798,none,none
"(49835, 324)",49835,"[29800, 36018]",machine-learning neural-network deep-learning neural-network data,324,none,none
"(49852, 43647)",49852,none,none,43647,[27727],predictive-modeling
"(49893, 66677)",49893,[29858],predictive-modeling statistics correlation,66677,none,none
"(49914, 30829)",49914,"[29869, 30142, 30178, 30703, 31352, 36805, 36806]",classification scikit-learn text-mining tfidf classification scikit-learn clustering bigdata twitter machine-learning data-mining clustering text-mining bigdata clustering text-mining plotting matplotlib python scipy python pandas performance dataframe search python numpy,30829,none,none
"(49919, 1301)",49919,none,none,1301,[9420],svm logistic-regression hinge-loss
"(49925, 66814)",49925,none,none,66814,[44845],python feature-selection correlation
"(49963, 24072)",49963,[29903],machine-learning python scikit-learn,24072,none,none
"(49967, 74953)",49967,"[31749, 47324]",distance dimensionality-reduction,74953,none,none
"(50030, 7764)",50030,[29951],clustering unsupervised-learning semi-supervised-learning bias,7764,none,none
"(50038, 9105)",50038,[29962],machine-learning,9105,[5524],r
"(50040, 17415)",50040,none,none,17415,[10944],nlp
"(50070, 51617)",50070,none,none,51617,"[52064, 54899]",machine-learning python r anomaly-detection outlier neural-network keras overfitting regularization dropout
"(50097, 7867)",50097,none,none,7867,"[4901, 5040, 5380]",feature-selection regression machine-learning recommender-system
"(50146, 48974)",50146,"[30064, 30092, 30130, 30205, 30357, 30453, 30465, 30583, 30603, 30681, 30742, 30799, 30901, 30969, 31027, 31073, 31112, 31248, 31288, 31359, 31402, 31434, 31463, 31617, 46921, 47055, 47651, 47966, 49450, 49638, 51280, 51368, 51860, 52294, 52435]",logistic-regression prediction svm optimization kernel python matplotlib regression linear-regression metric classification regression normalization python linear-regression feature-engineering machine-learning python regression linear-regression machine-learning machine-learning python neural-network deep-learning mlp machine-learning python nlp machine-learning python linear-regression normalization python plotting matplotlib neural-network tensorflow machine-learning variance bias feature-selection linear-regression feature-engineering machine-learning r feature-selection machine-learning feature-selection preprocessing machine-learning neural-network deep-learning tensorflow accuracy machine-learning classification regression decision-trees machine-learning regression regularization decision-trees classification regression decision-trees outlier regression decision-trees linear-regression k-nn machine-learning nlp sql natural-language-process deep-learning keras image-classification python deep-learning cnn image-classification deep-learning cnn image-classification deep-learning cnn training overfitting transfer-learning machine-learning classification cnn image-classification deep-learning keras cnn image-classification transfer-learning deep-learning keras image-classification transfer-learning keras cnn image-classification transfer-learning bayesian-networks keras cnn lstm image-classification transfer-learning deep-learning image-classification transfer-learning deep-learning cnn image-classification image-preprocessing,48974,none,none
"(50152, 1267)",50152,[31591],nlp tensorflow,1267,none,none
"(50155, 17463)",50155,[30029],data-mining dataset recommender-system,17463,none,none
"(50157, 77643)",50157,none,none,77643,[55580],machine-learning beginner
"(50158, 43170)",50158,"[30032, 31472]",machine-learning neural-network deep-learning image-classification training deep-learning q-learning,43170,none,none
"(50175, 62122)",50175,[31620],machine-learning python probability,62122,none,none
"(50178, 56230)",50178,none,none,56230,"[38754, 40022]",machine-learning python machine-learning numpy
"(50184, 60465)",50184,[30049],dataset,60465,none,none
"(50192, 7867)",50192,"[30054, 30057, 32926]",machine-learning nlp recommender-system machine-learning data-mining nlp nlp nltk,7867,"[4901, 5040, 5380]",feature-selection regression machine-learning recommender-system
"(50197, 25592)",50197,none,none,25592,[14763],statistics
"(50207, 76245)",50207,none,none,76245,[54043],classification unbalanced-classes lightgbm
"(50221, 60796)",50221,none,none,60796,"[58022, 58346]",neural-network deep-learning cnn image-classification image-classification
"(50224, 1273)",50224,none,none,1273,"[636, 685]",machine-learning bigdata data-mining dataset data-cleaning machine-learning data-mining r logistic-regression gradient-descent
"(50247, 13108)",50247,"[30881, 31041]",machine-learning evaluation machine-learning deep-learning,13108,none,none
"(50269, 200)",50269,[30106],machine-learning tensorflow supervised-learning beginner,200,"[107, 184]",tools data-stream-mining tools
"(50277, 27991)",50277,none,none,27991,[16346],neural-network dataset caffe
"(50300, -1)",50300,[30132],machine-learning deep-learning tensorflow estimators,-1,none,none
"(50331, 9947)",50331,none,none,9947,"[5985, 6006]",visualization visualization
"(50336, 46748)",50336,none,none,46748,"[34061, 34073]",machine-learning scikit-learn k-nn machine-learning scikit-learn k-means k-nn
"(50339, 43455)",50339,none,none,43455,"[26283, 26478, 26593, 26607, 26997, 27420, 27781, 28288, 28825, 29316, 30208, 30737, 44450]",python data-mining random-forest python data-mining pandas python classification scikit-learn svm python classification data-mining categorical-data encoding machine-learning python scikit-learn clustering plotting python data-mining scikit-learn clustering ensemble-learning python clustering plotting python data-mining clustering machine-learning python clustering jupyter machine-learning python scikit-learn clustering k-means machine-learning python random-forest multilabel-classification machine-learning python clustering k-means semi-supervised-learning python scikit-learn decision-trees accuracy matlab
"(50355, 33005)",50355,[57081],deep-learning image-classification loss-function,33005,[19452],machine-learning classification nlp text-mining
"(50356, 21282)",50356,[35626],classification predictive-modeling recommender-system multilabel-classification,21282,none,none
"(50406, 15999)",50406,"[30215, 30396, 37378, 38577, 38924, 39010, 39177, 41446, 41874, 48125, 48962, 49522, 51325, 52388, 52768, 52959, 53681, 54317, 55977, 57963]",machine-learning python neural-network deep-learning tensorflow machine-learning neural-network deep-learning dataset cnn machine-learning python neural-network deep-learning keras python data-cleaning probability numpy text-generation deep-learning predictive-modeling data-cleaning image-classification ensemble-modeling python nlp text-mining feature-extraction word-embeddings deep-learning computer-vision transfer-learning inception finetuning linear-algebra c deep-learning visualization data-cleaning correlation data-analysis deep-learning text-mining natural-language-process named-entity-recognition math python deep-learning autoencoder vae activation-function bert mathematics linear-regression pytorch keras gan hyperparameter generative-models parameter pytorch kaggle kernel fastai convolution gan generative-models machine-learning nlp evaluation metric tensorflow pytorch bert cnn convolution pytorch image-preprocessing python computer-vision pytorch image,15999,none,none
"(50421, 30786)",50421,none,none,30786,[23872],r clustering k-means categorical-data
"(50471, 7961)",50471,[30264],scikit-learn clustering k-means prediction clusters,7961,[4949],dataset search google
"(50478, 46490)",50478,none,none,46490,[27994],machine-learning classification bigdata
"(50485, 70900)",50485,none,none,70900,[52512],machine-learning data error-handling
"(50493, 7712)",50493,none,none,7712,"[4837, 5412]",machine-learning machine-learning nlp neural-network parsing
"(50495, 41587)",50495,[32688],python neural-network tensorflow tflearn,41587,none,none
"(50531, 67691)",50531,[30320],machine-learning deep-learning classification preprocessing,67691,none,none
"(50532, 62548)",50532,"[30432, 30817, 51567, 52126]",neural-network convnet cross-validation training neural-network deep-learning dataset image-recognition predictive-modeling missing-data data-imputation dataset bigdata data-cleaning data-wrangling,62548,none,none
"(50541, 26513)",50541,[48112],scikit-learn dataset data,26513,none,none
"(50574, 38243)",50574,[30350],machine-learning neural-network,38243,none,none
"(50581, 33532)",50581,none,none,33532,[19814],machine-learning scikit-learn categorical-data
"(50583, 5140)",50583,[31026],xgboost cnn ensemble-modeling,5140,none,none
"(50603, 43450)",50603,"[30370, 30779, 33937, 35743, 37092]",machine-learning data-mining predictive-modeling machine-learning data-mining predictive-modeling clustering k-means classification nlp text-mining random-forest nlp text-mining,43450,none,none
"(50625, -1)",50625,"[30384, 31545, 32065]",python data-mining topic-model lda processing python classification nlp text-mining python classification text-mining,-1,none,none
"(50635, 7811)",50635,none,none,7811,[4881],machine-learning statistics
"(50640, 52015)",50640,[31419],computer-vision image-recognition,52015,none,none
"(50642, 13770)",50642,none,none,13770,[8654],machine-learning multiclass-classification
"(50648, 44139)",50648,none,none,44139,"[26294, 29863, 33145, 33885]",machine-learning feature-engineering feature-construction machine-learning tensorflow keras image-classification cnn python xgboost
"(50674, 7963)",50674,[30443],jupyter,7963,none,none
"(50677, 13034)",50677,none,none,13034,"[9966, 10448]",data-mining visualization machine-learning bigdata predictive-modeling time-series optimization
"(50681, 55147)",50681,none,none,55147,[35849],machine-learning clustering algorithms
"(50685, 29845)",50685,[30447],weka tsne,29845,none,none
"(50762, 1273)",50762,none,none,1273,"[636, 685]",machine-learning bigdata data-mining dataset data-cleaning machine-learning data-mining r logistic-regression gradient-descent
"(50808, 14439)",50808,none,none,14439,[57615],algorithms prediction supervised-learning tfidf
"(50819, 70393)",50819,none,none,70393,"[48149, 53990, 56915]",machine-learning scikit-learn data-cleaning preprocessing machine-learning feature-selection data-cleaning correlation data-mining data-cleaning outlier
"(50828, 68685)",50828,"[30557, 31363, 31368, 31798, 32599, 52889, 52953]",image-recognition object-recognition yolo faster-rcnn machine-learning neural-network deep-learning categorical-data supervised-learning dataset supervised-learning neural-network correlation dimensionality-reduction neural-network cnn training kernel logistic-regression dimensionality-reduction tsne hyperplane,68685,none,none
"(50829, 43034)",50829,[31700],python,43034,none,none
"(50833, 54595)",50833,"[42714, 43091, 48197, 52254, 52256, 53484]",deep-learning computer-vision attention-mechanism neural-network keras tensorflow activation-function machine-learning deep-learning object-detection classification object-detection softmax neural-network classification convnet open-set deep-learning image-classification object-detection open-set,54595,none,none
"(50863, 2862)",50863,"[36899, 39792, 41425, 41873, 44065]",keras python keras hyperparameter hyperparameter-tuning neural-network keras regularization machine-learning neural-network deep-learning cnn batch-normalization deep-learning keras,2862,[20554],visualization tableau
"(50864, 18765)",50864,[30580],ipython,18765,none,none
"(50905, 21473)",50905,none,none,21473,[13304],statistics ab-test experiments
"(50907, 76185)",50907,[30622],machine-learning data-mining dataset association-rules,76185,none,none
"(50941, 27824)",50941,none,none,27824,[16235],machine-learning classification
"(50945, 13222)",50945,[30647],python scikit-learn k-means bayesian,13222,none,none
"(50956, 42326)",50956,[30697],machine-learning deep-learning cnn computer-vision object-detection,42326,none,none
"(50977, 70393)",50977,none,none,70393,"[48149, 53990, 56915]",machine-learning scikit-learn data-cleaning preprocessing machine-learning feature-selection data-cleaning correlation data-mining data-cleaning outlier
"(50980, 21473)",50980,none,none,21473,[13304],statistics ab-test experiments
"(50991, 49038)",50991,"[30684, 36498, 36623]",machine-learning python scikit-learn random-forest pca machine-learning forecasting machine-learning time-series regression forecast,49038,none,none
"(51024, 30762)",51024,[30716],keras autoencoder,30762,none,none
"(51036, 59171)",51036,none,none,59171,"[38334, 38876, 40736, 41612]",neural-network deep-learning multiclass-classification deep-learning classification activity-recognition keras lstm classification keras time-series cnn
"(51044, 28091)",51044,"[30734, 36698, 36801, 54159]",word2vec keras tensorflow keras lstm neural-network keras,28091,none,none
"(51126, 37388)",51126,"[30810, 32392]",machine-learning neural-network deep-learning tensorflow tensorflow gan,37388,none,none
"(51142, 61071)",51142,none,none,61071,"[39960, 39964, 40224]",machine-learning python nltk ipython machine-learning python nltk ipython machine-learning python natural-language-process jupyter ipython
"(51143, 67036)",51143,[30829],neural-network deep-learning keras rnn lstm,67036,none,none
"(51180, 61535)",51180,none,none,61535,"[41538, 41855, 41947]",feature-selection mutual-information machine-learning feature-selection machine-learning
"(51199, 44875)",51199,none,none,44875,"[33541, 43258, 53529]",image-classification linear-regression machine-learning-model linear-regression objective-function data-science-model
"(51209, 16234)",51209,"[32126, 32337, 32413, 48312, 49152]",python time-series anomaly-detection machine-learning machine-learning machine-learning svm theory machine-learning classification perceptron,16234,none,none
"(51217, 64512)",51217,[30887],r sql,64512,none,none
"(51221, 16640)",51221,none,none,16640,[10455],data-cleaning
"(51237, 9534)",51237,none,none,9534,[5730],machine-learning classification clustering
"(51245, 33966)",51245,none,none,33966,[20033],machine-learning neural-network deep-learning regression
"(51261, 30099)",51261,none,none,30099,[17675],machine-learning predictive-modeling dataset data model-selection
"(51262, 24127)",51262,"[32945, 43355]",deep-learning keras tensorflow transfer-learning reinforcement-learning q-learning openai-gym,24127,none,none
"(51264, 65002)",51264,[30935],weka,65002,none,none
"(51270, 37455)",51270,none,none,37455,[21911],machine-learning neural-network optimization
"(51315, 21185)",51315,[30999],nlp word-embeddings,21185,none,none
"(51332, 74457)",51332,none,none,74457,[52168],kaggle
"(51343, 69546)",51343,none,none,69546,[47297],python bayesian scipy probabilistic-programming
"(51352, 109)",51352,none,none,109,[125],nosql
"(51362, 52085)",51362,[43302],neural-network predictive-modeling decision-trees,52085,none,none
"(51369, 45432)",51369,"[31013, 35684, 40602, 41077]",pandas numpy machine-learning scikit-learn statistics linear-regression classification scikit-learn pandas seaborn deep-learning scikit-learn text-mining,45432,[42653],deep-learning lstm forecasting
"(51372, 37548)",51372,none,none,37548,"[21972, 22103, 22163, 22212, 22260, 22476]",machine-learning tensorflow keras reinforcement-learning q-learning reinforcement-learning machine-learning python reinforcement-learning q-learning reinforcement-learning random-forest reinforcement-learning reinforcement-learning feature-scaling
"(51395, 2638)",51395,[31023],machine-learning openai-gym,2638,none,none
"(51396, 6683)",51396,none,none,6683,[5055],machine-learning r predictive-modeling
"(51419, 47308)",51419,[44735],probability theory,47308,none,none
"(51436, 73827)",51436,none,none,73827,[51587],time-series clustering k-means
"(51441, 52082)",51441,none,none,52082,[31604],tensorflow time-series lstm
"(51447, 156)",51447,none,none,156,[52012],neural-network hyperparameter explainable-ai
"(51459, 16342)",51459,[31120],scikit-learn,16342,none,none
"(51462, 74953)",51462,[31080],python perceptron,74953,none,none
"(51471, 35909)",51471,[43771],beginner career,35909,none,none
"(51484, 57618)",51484,none,none,57618,"[36895, 39065]",deep-learning lstm training recurrent-neural-net lstm correlation forecasting
"(51491, 74457)",51491,none,none,74457,[52168],kaggle
"(51506, 12520)",51506,"[31121, 39314]",predictive-modeling time-series classification natural-language-process,12520,none,none
"(51508, 43921)",51508,none,none,43921,"[26103, 27449, 28836, 35851]",machine-learning python deep-learning keras tensorflow python deep-learning keras text-mining autoencoder python scikit-learn unbalanced-classes class-imbalance python deep-learning keras tensorflow
"(51530, 30137)",51530,none,none,30137,[33147],python regression linear-regression
"(51536, 33221)",51536,none,none,33221,[19586],python scikit-learn linear-regression cross-validation
"(51557, 32941)",51557,none,none,32941,[19407],machine-learning python keras
"(51558, 32353)",51558,[31164],r time-series,32353,none,none
"(51575, 1273)",51575,none,none,1273,"[636, 685]",machine-learning bigdata data-mining dataset data-cleaning machine-learning data-mining r logistic-regression gradient-descent
"(51582, 30107)",51582,[31179],regression optimization game,30107,"[17681, 18252, 18254]",machine-learning predictive-modeling regression scikit-learn predictive-modeling optimization machine-learning classification unbalanced-classes
"(51589, 38591)",51589,"[31186, 31341]",machine-learning neural-network deep-learning autoencoder neural-network deep-learning autoencoder,38591,none,none
"(51597, 7982)",51597,none,none,7982,[4957],machine-learning neural-network
"(51603, 60594)",51603,[41544],machine-learning python scikit-learn logistic-regression json,60594,none,none
"(51604, 10464)",51604,none,none,10464,[11375],machine-learning recommender-system
"(51608, 75202)",51608,none,none,75202,[52974],python
"(51613, 9947)",51613,none,none,9947,"[5985, 6006]",visualization visualization
"(51617, 50070)",51617,"[52064, 54899]",machine-learning python r anomaly-detection outlier neural-network keras overfitting regularization dropout,50070,none,none
"(51668, 44382)",51668,"[31406, 31487, 31752, 32298, 38473, 38633, 38958, 48925, 51581]",python scikit-learn scikit-learn confusion-matrix classification machine-learning r xgboost logistic-regression missing-data dataset data-cleaning missing-data data-imputation logistic-regression prediction sas unbalanced-classes,44382,none,none
"(51670, 995)",51670,"[31271, 42680, 45018, 47429, 54766]",python pandas nlp word2vec gensim random-forest multiclass-classification unbalanced-classes sampling nlp word-embeddings similar-documents vector-space-models tensorflow multiclass-classification word-embeddings,995,none,none
"(51687, 42354)",51687,"[31300, 31453, 31479, 31481, 31485, 31540, 31541, 31547, 31724, 31887, 31888, 38101, 42326]",bigdata scipy variance feature-selection bigdata linear-regression scikit-learn regression correlation model-selection correlation pca plotting algorithms association-rules association-rules preprocessing gradient-descent,42354,[35783],variance
"(51702, 42230)",51702,none,none,42230,"[32869, 52343]",machine-learning classification regression statistics lda pandas bigdata dataframe
"(51714, 63272)",51714,"[31320, 31381, 31670, 31991, 32102, 40495, 40914, 41860, 42453, 42499, 48341]",evaluation accuracy cnn interpolation dataset unbalanced-classes class-imbalance tensorflow multiclass-classification multilabel-classification data cnn sensors tensorflow time-series lstm deep-learning lstm recurrent-neural-net time-series lstm forecasting bias parameter-estimation noise time-series lstm sequence-to-sequence time-series lstm recurrent-neural-net sequence-to-sequence,63272,none,none
"(51733, 37430)",51733,"[31333, 36818, 52003]",machine-learning neural-network deep-learning regression tflearn machine-learning neural-network keras regression preprocessing neural-network keras tensorflow cnn lstm,37430,none,none
"(51742, 1131)",51742,none,none,1131,"[540, 834, 2642]",knowledge-base dataset python r recommender-system machine-learning algorithms
"(51764, 10992)",51764,none,none,10992,[15055],data-mining text-mining data-cleaning
"(51778, 42554)",51778,"[31170, 52594]",python cnn data-science-model,42554,none,none
"(51787, 5051)",51787,[31386],machine-learning python tensorflow,5051,none,none
"(51807, 47728)",51807,none,none,47728,[29029],deep-learning cnn
"(51815, 70215)",51815,none,none,70215,[48004],machine-learning data-cleaning machine-learning-model
"(51836, 10477)",51836,"[31508, 31773, 31931, 53192]",machine-learning python scikit-learn regression python scikit-learn regression variance decision-trees sequence recurrent-neural-net preprocessing,10477,none,none
"(51851, 3401)",51851,[31433],apache-hadoop scipy data-analysis,3401,none,none
"(51865, 18743)",51865,[42189],machine-learning python time-series statistics,18743,none,none
"(51869, 6486)",51869,none,none,6486,[12655],predictive-modeling
"(51878, 31840)",51878,"[33110, 41175, 41362]",sentiment-analysis tfidf image-classification normalization data-augmentation keras java,31840,none,none
"(51881, 9947)",51881,none,none,9947,"[5985, 6006]",visualization visualization
"(51924, 25583)",51924,none,none,25583,[14757],machine-learning tensorflow gradient-descent cost-function
"(51980, 42121)",51980,none,none,42121,[24944],machine-learning clustering evaluation
"(51993, 40431)",51993,[51951],dimensionality-reduction matrix-factorisation,40431,none,none
"(51999, 53544)",51999,[31546],neural-network,53544,none,none
"(52021, 15999)",52021,[35542],neural-network deep-learning cnn,15999,none,none
"(52078, 9847)",52078,none,none,9847,[23721],scikit-learn kaggle
"(52082, 47824)",52082,[31604],tensorflow time-series lstm,47824,none,none
"(52089, -1)",52089,"[32386, 33008, 43927, 53948]",neural-network keras rnn lstm recurrent-neural-net machine-learning dataset training accuracy neural-network keras tensorflow classification,-1,none,none
"(52106, 60584)",52106,"[35659, 39311, 40012, 40460]",neural-network data-mining feature-engineering normalization feature-scaling dataset multilabel-classification sampling clustering visualization k-means dimensionality-reduction pca keras rnn multiclass-classification recurrent-neural-net class-imbalance,60584,none,none
"(52109, 75545)",52109,[39100],machine-learning feature-engineering encoding,75545,none,none
"(52111, -1)",52111,[36604],statistics books,-1,none,none
"(52219, 6456)",52219,[46434],pandas dataframe difference,6456,none,none
"(52231, 19076)",52231,[31728],text-mining sentiment-analysis,19076,none,none
"(52249, 15412)",52249,none,none,15412,"[9793, 9813, 11704, 11747, 13059, 13069, 13089, 13350, 13376, 13410, 13580, 13706, 13726, 13762, 13782, 13897, 13923, 14690, 15043, 18687, 20296]",machine-learning python scikit-learn machine-learning python svm scikit-learn python neural-network deep-learning keras python deep-learning cross-validation keras python data pandas python pandas machine-learning python data-cleaning pandas keras machine-learning python deep-learning regression keras machine-learning python deep-learning scikit-learn keras machine-learning python scikit-learn random-forest machine-learning python dataset scikit-learn machine-learning deep-learning tensorflow keras machine-learning scikit-learn feature-engineering encoding machine-learning scikit-learn feature-extraction feature-engineering dataset pandas feature-extraction categorical-data feature-engineering deep-learning keras word-embeddings word2vec machine-learning deep-learning word-embeddings word2vec sentiment-analysis machine-learning python visualization data-cleaning python dataset visualization pandas distribution python visualization pandas machine-learning deep-learning
"(52263, 16640)",52263,none,none,16640,[10455],data-cleaning
"(52273, 49477)",52273,[51768],data-formats metadata,49477,none,none
"(52275, 50766)",52275,[51838],pandas,50766,none,none
"(52279, 7982)",52279,none,none,7982,[4957],machine-learning neural-network
"(52284, 77574)",52284,none,none,77574,[55537],regression
"(52300, 75006)",52300,"[32870, 32897]",machine-learning neural-network deep-learning lstm recurrent-neural-net machine-learning deep-learning model-selection,75006,none,none
"(52351, 6558)",52351,none,none,6558,"[10394, 14795]",r sas predictive-modeling regression prediction
"(52396, 6441)",52396,[31866],keras tensorflow gpu,6441,none,none
"(52399, 27649)",52399,none,none,27649,[16110],algorithms
"(52401, 31043)",52401,none,none,31043,[37738],machine-learning neural-network deep-learning data learning
"(52426, 78721)",52426,"[32279, 32284, 32421]",machine-learning neural-network deep-learning feature-scaling normalization neural-network lstm normalization encoding neural-network normalization,78721,none,none
"(52433, 42198)",52433,[31958],neural-network nlp naive-bayes-classifier,42198,none,none
"(52434, 33358)",52434,[35878],python r scikit-learn dataset categorical-data,33358,none,none
"(52440, 47520)",52440,"[31900, 33637]",correlation numpy,47520,none,none
"(52449, 66863)",52449,none,none,66863,"[48166, 48208, 48269]",machine-learning classification decision-trees training variance machine-learning decision-trees information-theory machine-learning random-forest decision-trees
"(52480, 41266)",52480,"[33830, 34116]",dataset data-cleaning bigdata,41266,[27941],machine-learning deep-learning nlp sentiment-analysis
"(52509, 922)",52509,[31969],machine-learning python preprocessing,922,[473],algorithms logistic-regression
"(52520, 33120)",52520,none,none,33120,[24079],machine-learning classification clustering supervised-learning
"(52523, 20849)",52523,[31982],machine-learning neural-network natural-language-process,20849,none,none
"(52527, 41459)",52527,"[31985, 47731]",apache-spark data-formats apache-spark,41459,none,none
"(52533, 8922)",52533,[45486],classification clustering,8922,none,none
"(52541, 295)",52541,none,none,295,"[211, 1174]",bigdata machine-learning databases clustering data-mining data-mining classification dataset clustering time-series
"(52553, 54934)",52553,[32006],tensorflow reinforcement-learning q-learning,54934,none,none
"(52570, 2862)",52570,none,none,2862,[20554],visualization tableau
"(52572, 20606)",52572,[32032],machine-learning confusion-matrix,20606,none,none
"(52575, 75861)",52575,none,none,75861,[56735],machine-learning python overfitting kaggle
"(52583, 52078)",52583,[32045],neural-network math,52078,none,none
"(52595, 34104)",52595,"[41382, 48034]",machine-learning anomaly-detection outlier libsvm classification regression anomaly-detection ensemble-learning,34104,none,none
"(52601, 52708)",52601,[45776],machine-learning classification statistics probability,52708,none,none
"(52603, 53472)",52603,[32100],machine-learning python regression linear-regression,53472,none,none
"(52608, 64002)",52608,[32068],machine-learning predictive-modeling regression statistics algorithms,64002,[42356],regression linear-regression
"(52635, 14145)",52635,none,none,14145,[47242],r
"(52637, 73866)",52637,none,none,73866,[51616],machine-learning logistic-regression java
"(52664, 5248)",52664,"[32110, 32325, 32368, 36588]",python nlp clustering word2vec clustering feature-selection word2vec machine-learning python scikit-learn clustering feature-selection python clustering word2vec semi-supervised-learning,5248,none,none
"(52671, 45271)",52671,none,none,45271,[27953],rnn
"(52678, 15142)",52678,"[32121, 32164]",machine-learning neural-network deep-learning convnet mnist machine-learning neural-network deep-learning tensorflow,15142,none,none
"(52688, 7867)",52688,none,none,7867,"[4901, 5040, 5380]",feature-selection regression machine-learning recommender-system
"(52719, 457)",52719,[43733],optimization supervised-learning forecast,457,none,none
